Application_ID,Application_Date,Month,Product_Type,Branch_Tier,State,Status,Loan_Amount,Customer_Segment,TAT_Application_Submission_hrs,SLA_Breach_Application_Submission,TAT_Document_Verification_hrs,SLA_Breach_Document_Verification,TAT_Credit_Assessment_hrs,SLA_Breach_Credit_Assessment,TAT_Approval_Rejection_hrs,SLA_Breach_Approval_Rejection,TAT_Loan_Disbursal_hrs,SLA_Breach_Loan_Disbursal,Total_TAT_hrs,Total_TAT_days,SLA_Breached
AU2026023,2024-12-07,2024-12,MSME Loan,Rural,Uttar Pradesh,Disbursed,248000.0,Self-Employed,8.9,1,40.9,1,94.7,1,18.5,1,25.1,1,188.1,7.8,1
AU2026024,2024-03-02,2024-03,MSME Loan,Rural,Maharashtra,Disbursed,351000.0,Salaried,16.4,1,59.7,1,63.0,1,20.2,1,39.4,1,198.7,8.3,1
AU2026025,2024-12-28,2024-12,MSME Loan,Rural,Rajasthan,Disbursed,107000.0,Salaried,15.5,1,48.8,1,43.9,0,21.0,1,41.4,1,170.6,7.1,1
AU2026026,2024-12-25,2024-12,Personal Loan,Rural,Maharashtra,Disbursed,483000.0,Salaried,15.2,1,52.2,1,68.8,1,18.6,1,38.6,1,193.4,8.1,1
AU2026027,2024-03-24,2024-03,Vehicle Finance,Semi-Urban,Rajasthan,Under Review,1122000.0,Salaried,5.7,0,24.9,1,23.3,0,0.0,0,0.0,0,53.9,2.2,1
AU2026028,2025-05-02,2025-05,Vehicle Finance,Rural,Tamil Nadu,Disbursed,94000.0,MSME Owner,12.8,1,34.9,1,46.5,0,15.8,0,45.8,1,155.8,6.5,1
AU2026029,2024-09-24,2024-09,Personal Loan,Rural,Punjab,Disbursed,181000.0,Self-Employed,11.0,1,58.8,1,37.5,0,22.6,1,47.8,1,177.7,7.4,1
AU2026030,2025-02-04,2025-02,MSME Loan,Semi-Urban,Karnataka,Pending Documents,93000.0,Self-Employed,6.0,0,20.3,0,63.8,1,15.0,0,10.7,0,115.8,4.8,1
AU2026031,2024-03-26,2024-03,MSME Loan,Urban,Uttar Pradesh,Pending Documents,559000.0,Farmer,5.8,0,21.0,0,25.0,0,8.3,0,8.7,0,68.8,2.9,0
AU2026032,2024-03-05,2024-03,Business Loan,Semi-Urban,Punjab,Disbursed,376000.0,Self-Employed,9.3,1,28.5,1,39.2,0,13.4,0,17.7,0,108.1,4.5,1
AU2026033,2025-01-10,2025-01,MSME Loan,Urban,Uttar Pradesh,Disbursed,50000.0,Farmer,5.6,0,21.9,0,37.0,0,9.3,0,12.8,0,86.6,3.6,0
AU2026034,2025-01-29,2025-01,Personal Loan,Semi-Urban,Gujarat,Disbursed,460000.0,Salaried,9.6,1,18.0,0,27.4,0,15.5,0,23.7,0,94.2,3.9,1
AU2026035,2024-06-20,2024-06,Vehicle Finance,Rural,Rajasthan,Disbursed,216000.0,Farmer,10.0,1,55.8,1,43.2,0,27.0,1,38.1,1,174.1,7.3,1
AU2026036,2024-05-19,2024-05,Personal Loan,Rural,Haryana,Disbursed,587000.0,Salaried,10.2,1,42.1,1,63.9,1,14.7,0,34.4,1,165.3,6.9,1
AU2026037,2024-02-02,2024-02,Home Loan,Rural,Karnataka,Pending Documents,142000.0,MSME Owner,14.5,1,56.6,1,29.4,0,24.8,1,47.8,1,173.1,7.2,1
AU2026038,2024-12-30,2024-12,Home Loan,Urban,Uttar Pradesh,Disbursed,1466000.0,MSME Owner,4.2,0,15.8,0,34.6,0,9.6,0,8.8,0,73.0,3.0,0
AU2026039,2024-11-17,2024-11,Business Loan,Rural,Odisha,Under Review,749000.0,Self-Employed,8.4,1,25.7,1,56.3,1,0.0,0,0.0,0,90.4,3.8,1
AU2026040,2024-09-11,2024-09,Vehicle Finance,Semi-Urban,Gujarat,Disbursed,197000.0,Salaried,4.5,0,27.4,1,42.5,0,17.0,1,24.7,1,116.1,4.8,1
AU2026041,2024-09-18,2024-09,Home Loan,Semi-Urban,Tamil Nadu,Disbursed,112000.0,Farmer,5.1,0,23.4,0,26.7,0,19.7,1,27.8,1,102.7,4.3,1
AU2026042,2024-01-29,2024-01,Home Loan,Semi-Urban,Punjab,Disbursed,228000.0,Salaried,9.1,1,20.8,0,46.4,0,14.1,0,26.7,1,117.1,4.9,1
AU2026043,2025-03-15,2025-03,Business Loan,Semi-Urban,Tamil Nadu,Disbursed,400000.0,Self-Employed,7.0,0,35.2,1,60.3,1,11.0,0,26.4,1,139.9,5.8,1
AU2026044,2024-03-26,2024-03,Business Loan,Urban,Odisha,Disbursed,194000.0,Salaried,5.7,0,20.9,0,21.8,0,10.2,0,17.0,0,75.6,3.1,0
AU2026045,2024-03-21,2024-03,Personal Loan,Rural,Punjab,Disbursed,492000.0,MSME Owner,12.9,1,49.1,1,25.6,0,25.7,1,19.0,0,132.3,5.5,1
AU2026046,2025-01-30,2025-01,Vehicle Finance,Urban,Uttar Pradesh,Under Review,160000.0,Self-Employed,5.1,0,15.7,0,30.9,0,0.0,0,0.0,0,51.7,2.2,0
AU2026047,2025-04-02,2025-04,Vehicle Finance,Rural,Gujarat,Disbursed,50000.0,Salaried,9.6,1,47.1,1,43.2,0,26.9,1,20.2,0,147.0,6.1,1
AU2026048,2024-12-11,2024-12,Personal Loan,Urban,Odisha,Disbursed,117000.0,Farmer,3.4,0,19.4,0,24.6,0,5.8,0,16.2,0,69.4,2.9,0
AU2026049,2024-04-26,2024-04,MSME Loan,Urban,Gujarat,Disbursed,404000.0,Salaried,4.8,0,12.9,0,50.6,1,5.7,0,6.2,0,80.2,3.3,1
AU2026050,2024-01-02,2024-01,Business Loan,Urban,Karnataka,Disbursed,543000.0,Salaried,4.8,0,17.3,0,56.4,1,12.0,0,16.4,0,106.9,4.5,1
AU2026051,2025-03-15,2025-03,Home Loan,Urban,Rajasthan,Rejected,121000.0,Farmer,2.1,0,24.0,0,17.2,0,8.5,0,0.0,0,51.8,2.2,0
AU2026052,2024-05-05,2024-05,Vehicle Finance,Semi-Urban,Rajasthan,Pending Documents,983000.0,Salaried,6.6,0,23.3,0,26.4,0,12.6,0,20.8,0,89.7,3.7,0
AU2026053,2024-08-29,2024-08,Vehicle Finance,Semi-Urban,Rajasthan,Disbursed,326000.0,Salaried,7.7,0,15.2,0,25.6,0,8.5,0,11.3,0,68.3,2.8,0
AU2026054,2024-07-15,2024-07,Personal Loan,Urban,Punjab,Disbursed,154000.0,Self-Employed,5.7,0,20.7,0,19.3,0,11.4,0,10.0,0,67.1,2.8,0
AU2026055,2024-04-01,2024-04,Personal Loan,Rural,Maharashtra,Under Review,326000.0,Self-Employed,14.7,1,48.2,1,33.3,0,0.0,0,0.0,0,96.2,4.0,1
AU2026056,2024-10-10,2024-10,MSME Loan,Urban,Rajasthan,Rejected,258000.0,Self-Employed,4.7,0,8.9,0,33.2,0,8.7,0,0.0,0,55.5,2.3,0
AU2026057,2024-04-24,2024-04,Personal Loan,Semi-Urban,Haryana,Disbursed,125000.0,Salaried,7.2,0,33.9,1,18.5,0,15.7,0,11.3,0,86.6,3.6,1
AU2026058,2024-05-07,2024-05,Personal Loan,Urban,Punjab,Disbursed,134000.0,Self-Employed,3.6,0,11.7,0,24.3,0,10.4,0,16.0,0,66.0,2.8,0
AU2026059,2025-04-13,2025-04,MSME Loan,Urban,Haryana,Rejected,705000.0,Salaried,5.0,0,23.2,0,16.6,0,7.5,0,0.0,0,52.3,2.2,0
AU2026060,2024-05-18,2024-05,Home Loan,Urban,Punjab,Pending Documents,79000.0,Salaried,5.1,0,12.1,0,15.4,0,8.6,0,13.2,0,54.4,2.3,0
AU2026061,2024-10-19,2024-10,Home Loan,Urban,Gujarat,Rejected,408000.0,Farmer,3.1,0,28.3,1,34.3,0,9.5,0,0.0,0,75.2,3.1,1
AU2026062,2024-03-02,2024-03,Personal Loan,Semi-Urban,Punjab,Disbursed,321000.0,Salaried,7.7,0,19.8,0,31.7,0,10.6,0,25.6,1,95.4,4.0,1
AU2026063,2024-12-10,2024-12,Vehicle Finance,Rural,Karnataka,Disbursed,197000.0,Salaried,9.7,1,59.6,1,58.8,1,12.9,0,39.1,1,180.1,7.5,1
AU2026064,2024-04-01,2024-04,Business Loan,Urban,Rajasthan,Disbursed,88000.0,Salaried,4.0,0,8.2,0,28.3,0,11.5,0,9.7,0,61.7,2.6,0
AU2026065,2025-02-15,2025-02,Business Loan,Semi-Urban,Madhya Pradesh,Disbursed,80000.0,MSME Owner,5.1,0,32.9,1,63.6,1,16.7,1,11.6,0,129.9,5.4,1
AU2026066,2024-01-24,2024-01,Personal Loan,Semi-Urban,Karnataka,Under Review,59000.0,Salaried,8.2,1,29.3,1,23.2,0,0.0,0,0.0,0,60.7,2.5,1
AU2026067,2024-02-05,2024-02,Vehicle Finance,Semi-Urban,Haryana,Under Review,419000.0,Self-Employed,4.7,0,28.4,1,47.5,0,0.0,0,0.0,0,80.6,3.4,1
AU2026068,2025-03-19,2025-03,Business Loan,Rural,Tamil Nadu,Under Review,77000.0,Farmer,12.5,1,28.7,1,42.0,0,0.0,0,0.0,0,83.2,3.5,1
AU2026069,2025-01-31,2025-01,Personal Loan,Semi-Urban,Uttar Pradesh,Rejected,657000.0,MSME Owner,5.2,0,28.6,1,18.3,0,11.7,0,0.0,0,63.8,2.7,1
AU2026070,2024-06-16,2024-06,MSME Loan,Urban,Uttar Pradesh,Disbursed,264000.0,Farmer,5.8,0,10.9,0,23.6,0,5.3,0,15.5,0,61.1,2.5,0
AU2026071,2024-10-10,2024-10,Personal Loan,Urban,Gujarat,Disbursed,50000.0,Salaried,2.4,0,13.8,0,18.6,0,8.1,0,17.8,0,60.7,2.5,0
AU2026072,2024-01-05,2024-01,Personal Loan,Urban,Tamil Nadu,Pending Documents,200000.0,MSME Owner,2.4,0,19.4,0,35.3,0,8.3,0,12.0,0,77.4,3.2,0
AU2026073,2024-04-12,2024-04,Personal Loan,Semi-Urban,Punjab,Disbursed,765000.0,MSME Owner,4.2,0,25.2,1,35.8,0,10.5,0,13.7,0,89.4,3.7,1
AU2026074,2024-10-15,2024-10,Business Loan,Semi-Urban,Uttar Pradesh,Disbursed,159000.0,Farmer,8.5,1,21.5,0,29.9,0,11.1,0,27.2,1,98.2,4.1,1
AU2026075,2025-01-13,2025-01,Business Loan,Urban,Uttar Pradesh,Disbursed,651000.0,MSME Owner,3.1,0,13.3,0,33.0,0,7.5,0,10.9,0,67.8,2.8,0
AU2026076,2024-05-04,2024-05,Vehicle Finance,Rural,Odisha,Under Review,241000.0,MSME Owner,9.2,1,28.5,1,69.5,1,0.0,0,0.0,0,107.2,4.5,1
AU2026077,2024-07-07,2024-07,MSME Loan,Rural,Tamil Nadu,Disbursed,291000.0,Self-Employed,15.5,1,32.4,1,46.7,0,25.7,1,28.3,1,148.6,6.2,1
AU2026078,2025-05-12,2025-05,Personal Loan,Urban,Odisha,Disbursed,464000.0,Farmer,4.0,0,22.5,0,21.7,0,5.8,0,8.8,0,62.8,2.6,0
AU2026079,2025-01-30,2025-01,Home Loan,Semi-Urban,Tamil Nadu,Rejected,278000.0,MSME Owner,4.1,0,17.1,0,34.0,0,10.3,0,0.0,0,65.5,2.7,0
AU2026080,2025-01-10,2025-01,Vehicle Finance,Semi-Urban,Madhya Pradesh,Disbursed,865000.0,Farmer,9.0,1,25.4,1,23.8,0,16.2,1,26.9,1,101.3,4.2,1
AU2026081,2025-01-24,2025-01,Personal Loan,Urban,Karnataka,Disbursed,441000.0,MSME Owner,3.6,0,9.0,0,33.0,0,8.5,0,10.0,0,64.1,2.7,0
AU2026082,2024-03-18,2024-03,Business Loan,Urban,Madhya Pradesh,Disbursed,512000.0,MSME Owner,4.7,0,12.7,0,37.7,0,10.7,0,6.8,0,72.6,3.0,0
AU2026083,2025-04-22,2025-04,Personal Loan,Semi-Urban,Rajasthan,Disbursed,50000.0,Salaried,8.5,1,27.5,1,45.7,0,10.0,0,23.5,0,115.2,4.8,1
AU2026084,2024-01-13,2024-01,Personal Loan,Semi-Urban,Haryana,Disbursed,881000.0,Salaried,7.1,0,17.2,0,40.3,0,8.5,0,25.0,1,98.1,4.1,1
AU2026085,2024-10-04,2024-10,MSME Loan,Rural,Madhya Pradesh,Disbursed,183000.0,Self-Employed,8.1,1,54.5,1,92.3,1,21.6,1,39.9,1,216.4,9.0,1
AU2026086,2024-11-21,2024-11,Personal Loan,Semi-Urban,Punjab,Disbursed,341000.0,Salaried,9.4,1,19.8,0,40.0,0,16.8,1,10.3,0,96.3,4.0,1
AU2026087,2025-05-01,2025-05,Business Loan,Urban,Rajasthan,Pending Documents,305000.0,Salaried,4.2,0,20.6,0,24.3,0,7.9,0,13.3,0,70.3,2.9,0
AU2026088,2024-01-01,2024-01,Personal Loan,Rural,Punjab,Disbursed,368000.0,Self-Employed,17.2,1,55.7,1,47.2,0,18.5,1,27.8,1,166.4,6.9,1
AU2026089,2025-03-10,2025-03,Business Loan,Semi-Urban,Haryana,Under Review,56000.0,Salaried,5.1,0,23.4,0,28.5,0,0.0,0,0.0,0,57.0,2.4,0
AU2026090,2024-02-23,2024-02,Vehicle Finance,Urban,Uttar Pradesh,Under Review,721000.0,MSME Owner,2.4,0,21.3,0,28.4,0,0.0,0,0.0,0,52.1,2.2,0
AU2026091,2024-09-28,2024-09,Vehicle Finance,Semi-Urban,Madhya Pradesh,Rejected,195000.0,MSME Owner,8.0,0,30.4,1,35.3,0,11.1,0,0.0,0,84.8,3.5,1
AU2026092,2024-08-02,2024-08,Personal Loan,Urban,Madhya Pradesh,Rejected,174000.0,Salaried,4.6,0,23.4,0,25.2,0,8.1,0,0.0,0,61.3,2.6,0
AU2026093,2025-05-07,2025-05,Business Loan,Urban,Tamil Nadu,Disbursed,251000.0,Self-Employed,2.8,0,9.4,0,45.4,0,11.2,0,17.2,0,86.0,3.6,0
AU2026094,2025-05-12,2025-05,Vehicle Finance,Urban,Rajasthan,Rejected,382000.0,MSME Owner,4.9,0,23.2,0,29.7,0,9.5,0,0.0,0,67.3,2.8,0
AU2026095,2024-12-30,2024-12,MSME Loan,Urban,Maharashtra,Under Review,119000.0,Salaried,2.5,0,21.2,0,16.1,0,0.0,0,0.0,0,39.8,1.7,0
AU2026096,2024-02-17,2024-02,MSME Loan,Semi-Urban,Uttar Pradesh,Rejected,147000.0,MSME Owner,5.0,0,20.9,0,55.6,1,13.8,0,0.0,0,95.3,4.0,1
AU2026097,2025-04-16,2025-04,Personal Loan,Urban,Rajasthan,Under Review,223000.0,Salaried,5.9,0,11.2,0,14.6,0,0.0,0,0.0,0,31.7,1.3,0
AU2026098,2025-04-04,2025-04,Vehicle Finance,Rural,Madhya Pradesh,Disbursed,164000.0,Salaried,9.8,1,57.1,1,29.3,0,27.6,1,34.3,1,158.1,6.6,1
AU2026099,2024-07-30,2024-07,Personal Loan,Semi-Urban,Karnataka,Under Review,1084000.0,MSME Owner,6.9,0,32.6,1,21.6,0,0.0,0,0.0,0,61.1,2.5,1
AU2026100,2024-08-22,2024-08,Home Loan,Rural,Punjab,Disbursed,549000.0,Self-Employed,13.7,1,46.2,1,45.1,0,17.1,1,21.7,0,143.8,6.0,1
AU2026101,2024-10-24,2024-10,Business Loan,Rural,Gujarat,Disbursed,2129000.0,MSME Owner,9.8,1,39.3,1,42.4,0,14.5,0,36.5,1,142.5,5.9,1
AU2026102,2024-09-15,2024-09,Vehicle Finance,Urban,Gujarat,Disbursed,213000.0,Salaried,4.6,0,8.9,0,35.5,0,8.9,0,11.6,0,69.5,2.9,0
AU2026103,2024-11-22,2024-11,Business Loan,Semi-Urban,Maharashtra,Disbursed,346000.0,Farmer,7.8,0,16.4,0,53.7,1,9.6,0,10.3,0,97.8,4.1,1
AU2026104,2024-02-08,2024-02,Vehicle Finance,Semi-Urban,Haryana,Disbursed,415000.0,Salaried,7.7,0,25.3,1,37.7,0,18.7,1,25.3,1,114.7,4.8,1
AU2026105,2024-10-17,2024-10,MSME Loan,Rural,Odisha,Rejected,71000.0,Farmer,16.7,1,50.2,1,39.2,0,12.9,0,0.0,0,119.0,5.0,1
AU2026106,2024-08-10,2024-08,Vehicle Finance,Rural,Rajasthan,Disbursed,1546000.0,Farmer,8.9,1,55.0,1,62.1,1,17.7,1,28.7,1,172.4,7.2,1
AU2026107,2024-05-01,2024-05,Personal Loan,Urban,Maharashtra,Disbursed,110000.0,Salaried,2.8,0,21.5,0,25.7,0,9.1,0,8.2,0,67.3,2.8,0
AU2026108,2024-05-13,2024-05,MSME Loan,Rural,Uttar Pradesh,Disbursed,738000.0,Salaried,10.7,1,26.4,1,33.7,0,14.8,0,44.4,1,130.0,5.4,1
AU2026109,2025-04-19,2025-04,Personal Loan,Rural,Punjab,Disbursed,730000.0,Salaried,13.0,1,31.9,1,71.2,1,27.3,1,18.8,0,162.2,6.8,1
AU2026110,2024-12-24,2024-12,MSME Loan,Semi-Urban,Haryana,Disbursed,967000.0,Salaried,8.6,1,14.1,0,50.0,1,8.1,0,27.4,1,108.2,4.5,1
AU2026111,2024-06-11,2024-06,Home Loan,Urban,Punjab,Disbursed,1189000.0,Salaried,5.1,0,11.5,0,32.2,0,11.5,0,14.1,0,74.4,3.1,0
AU2026112,2024-05-19,2024-05,Personal Loan,Urban,Tamil Nadu,Disbursed,1618000.0,Self-Employed,3.4,0,22.3,0,14.0,0,7.7,0,15.3,0,62.7,2.6,0
AU2026113,2024-02-08,2024-02,Personal Loan,Semi-Urban,Madhya Pradesh,Under Review,818000.0,MSME Owner,4.1,0,16.3,0,28.3,0,0.0,0,0.0,0,48.7,2.0,0
AU2026114,2024-03-10,2024-03,Home Loan,Urban,Madhya Pradesh,Pending Documents,102000.0,Self-Employed,2.8,0,35.2,1,24.4,0,11.2,0,10.2,0,83.8,3.5,1
AU2026115,2024-02-25,2024-02,MSME Loan,Urban,Odisha,Pending Documents,793000.0,Farmer,3.5,0,20.4,0,46.8,0,11.2,0,9.7,0,91.6,3.8,0
AU2026116,2024-02-24,2024-02,Vehicle Finance,Rural,Maharashtra,Rejected,887000.0,Salaried,15.8,1,31.4,1,37.7,0,20.9,1,0.0,0,105.8,4.4,1
AU2026117,2024-08-18,2024-08,Vehicle Finance,Semi-Urban,Maharashtra,Disbursed,186000.0,Salaried,8.6,1,21.6,0,33.2,0,15.7,0,26.4,1,105.5,4.4,1
AU2026118,2024-06-09,2024-06,Home Loan,Urban,Tamil Nadu,Under Review,264000.0,Farmer,4.2,0,22.0,0,20.0,0,0.0,0,0.0,0,46.2,1.9,0
AU2026119,2024-03-02,2024-03,Personal Loan,Urban,Haryana,Disbursed,366000.0,Self-Employed,4.2,0,12.7,0,35.6,0,6.3,0,11.3,0,70.1,2.9,0
AU2026120,2024-07-02,2024-07,Personal Loan,Urban,Karnataka,Disbursed,1531000.0,Salaried,3.5,0,8.3,0,32.1,0,10.2,0,6.8,0,60.9,2.5,0
AU2026121,2024-08-19,2024-08,Business Loan,Rural,Madhya Pradesh,Disbursed,405000.0,Self-Employed,11.6,1,45.5,1,113.2,1,30.0,1,41.2,1,241.5,10.1,1
AU2026122,2024-08-25,2024-08,Business Loan,Semi-Urban,Uttar Pradesh,Disbursed,198000.0,Self-Employed,9.9,1,24.6,1,34.3,0,8.3,0,16.4,0,93.5,3.9,1
AU2026123,2025-03-12,2025-03,MSME Loan,Rural,Uttar Pradesh,Pending Documents,260000.0,MSME Owner,13.6,1,45.3,1,77.2,1,24.7,1,30.6,1,191.4,8.0,1
AU2026124,2024-02-16,2024-02,Home Loan,Urban,Gujarat,Disbursed,156000.0,Farmer,4.8,0,20.8,0,26.4,0,7.4,0,11.6,0,71.0,3.0,0
AU2026125,2025-02-17,2025-02,MSME Loan,Urban,Maharashtra,Disbursed,281000.0,Salaried,3.3,0,10.4,0,25.0,0,4.1,0,8.7,0,51.5,2.1,0
AU2026126,2025-02-27,2025-02,Business Loan,Urban,Uttar Pradesh,Disbursed,101000.0,Self-Employed,6.0,0,23.1,0,16.1,0,10.4,0,10.2,0,65.8,2.7,0
AU2026127,2024-01-21,2024-01,Personal Loan,Urban,Odisha,Disbursed,317000.0,Self-Employed,4.6,0,20.0,0,17.9,0,6.6,0,9.7,0,58.8,2.4,0
AU2026128,2025-03-03,2025-03,Business Loan,Rural,Madhya Pradesh,Rejected,50000.0,Self-Employed,12.2,1,53.8,1,71.1,1,17.3,1,0.0,0,154.4,6.4,1
AU2026129,2024-03-16,2024-03,MSME Loan,Semi-Urban,Punjab,Rejected,55000.0,Salaried,7.2,0,13.1,0,26.5,0,15.4,0,0.0,0,62.2,2.6,0
AU2026130,2024-12-30,2024-12,Home Loan,Rural,Gujarat,Disbursed,305000.0,Salaried,14.5,1,67.0,1,48.8,1,28.7,1,33.6,1,192.6,8.0,1
AU2026131,2025-05-10,2025-05,MSME Loan,Semi-Urban,Madhya Pradesh,Disbursed,1909000.0,Self-Employed,5.1,0,26.3,1,60.3,1,13.6,0,11.8,0,117.1,4.9,1
AU2026132,2024-07-21,2024-07,Vehicle Finance,Urban,Punjab,Rejected,302000.0,Self-Employed,5.7,0,18.0,0,15.5,0,7.5,0,0.0,0,46.7,1.9,0
AU2026133,2024-01-26,2024-01,Home Loan,Rural,Karnataka,Disbursed,74000.0,Farmer,8.6,1,89.0,1,65.2,1,23.9,1,40.0,1,226.7,9.4,1
AU2026134,2024-05-13,2024-05,Personal Loan,Urban,Uttar Pradesh,Disbursed,299000.0,Salaried,5.4,0,15.1,0,28.7,0,9.2,0,9.8,0,68.2,2.8,0
AU2026135,2024-01-16,2024-01,Personal Loan,Urban,Maharashtra,Rejected,105000.0,Self-Employed,3.0,0,21.1,0,13.3,0,9.6,0,0.0,0,47.0,2.0,0
AU2026136,2025-03-13,2025-03,Home Loan,Rural,Haryana,Rejected,75000.0,MSME Owner,12.6,1,35.4,1,58.5,1,17.3,1,0.0,0,123.8,5.2,1
AU2026137,2024-10-11,2024-10,MSME Loan,Semi-Urban,Tamil Nadu,Disbursed,217000.0,MSME Owner,9.3,1,12.0,0,60.1,1,17.2,1,13.8,0,112.4,4.7,1
AU2026138,2024-05-07,2024-05,Vehicle Finance,Urban,Karnataka,Rejected,494000.0,Salaried,4.8,0,8.0,0,34.4,0,8.4,0,0.0,0,55.6,2.3,0
AU2026139,2024-08-24,2024-08,Home Loan,Semi-Urban,Gujarat,Under Review,546000.0,Self-Employed,9.4,1,37.7,1,23.1,0,0.0,0,0.0,0,70.2,2.9,1
AU2026140,2025-02-15,2025-02,Home Loan,Rural,Gujarat,Disbursed,51000.0,Self-Employed,16.1,1,88.0,1,45.8,0,26.2,1,45.5,1,221.6,9.2,1
AU2026141,2024-03-03,2024-03,Home Loan,Urban,Maharashtra,Disbursed,170000.0,Farmer,6.0,0,26.7,1,33.3,0,5.6,0,9.0,0,80.6,3.4,1
AU2026142,2024-02-01,2024-02,MSME Loan,Urban,Rajasthan,Disbursed,1920000.0,Self-Employed,3.2,0,22.7,0,53.5,1,7.1,0,11.2,0,97.7,4.1,1
AU2026143,2024-03-07,2024-03,Home Loan,Semi-Urban,Madhya Pradesh,Disbursed,50000.0,Self-Employed,6.1,0,24.2,1,31.7,0,16.2,1,23.4,0,101.6,4.2,1
AU2026144,2025-02-25,2025-02,Home Loan,Urban,Madhya Pradesh,Rejected,265000.0,MSME Owner,4.5,0,22.3,0,27.5,0,11.3,0,0.0,0,65.6,2.7,0
AU2026145,2024-07-09,2024-07,Home Loan,Rural,Haryana,Rejected,211000.0,Self-Employed,8.4,1,53.1,1,51.1,1,26.3,1,0.0,0,138.9,5.8,1
AU2026146,2024-10-25,2024-10,MSME Loan,Urban,Gujarat,Rejected,162000.0,MSME Owner,3.2,0,9.5,0,37.3,0,8.2,0,0.0,0,58.2,2.4,0
AU2026147,2024-05-12,2024-05,MSME Loan,Urban,Odisha,Disbursed,50000.0,MSME Owner,5.9,0,23.1,0,45.2,0,8.2,0,7.9,0,90.3,3.8,0
AU2026148,2024-01-12,2024-01,Business Loan,Semi-Urban,Gujarat,Rejected,1243000.0,Self-Employed,8.4,1,15.4,0,33.3,0,10.0,0,0.0,0,67.1,2.8,1
AU2026149,2024-04-11,2024-04,Personal Loan,Rural,Gujarat,Disbursed,708000.0,Self-Employed,17.2,1,45.1,1,34.1,0,17.1,1,45.6,1,159.1,6.6,1
AU2026150,2025-02-18,2025-02,Business Loan,Semi-Urban,Tamil Nadu,Disbursed,64000.0,MSME Owner,8.3,1,18.6,0,65.2,1,18.3,1,26.6,1,137.0,5.7,1
AU2026151,2024-02-17,2024-02,Personal Loan,Urban,Maharashtra,Under Review,143000.0,Salaried,2.0,0,21.9,0,19.8,0,0.0,0,0.0,0,43.7,1.8,0
AU2026152,2024-03-03,2024-03,MSME Loan,Urban,Punjab,Under Review,488000.0,Salaried,3.0,0,18.0,0,34.3,0,0.0,0,0.0,0,55.3,2.3,0
AU2026153,2025-04-27,2025-04,Vehicle Finance,Semi-Urban,Rajasthan,Rejected,3467000.0,Self-Employed,5.6,0,32.7,1,35.9,0,15.1,0,0.0,0,89.3,3.7,1
AU2026154,2024-01-26,2024-01,Home Loan,Urban,Tamil Nadu,Disbursed,198000.0,MSME Owner,2.3,0,19.8,0,13.5,0,8.2,0,13.8,0,57.6,2.4,0
AU2026155,2025-04-18,2025-04,Personal Loan,Urban,Maharashtra,Pending Documents,346000.0,Self-Employed,5.2,0,22.8,0,35.4,0,11.2,0,9.8,0,84.4,3.5,0
AU2026156,2024-08-09,2024-08,MSME Loan,Rural,Odisha,Under Review,583000.0,Salaried,10.3,1,58.6,1,74.1,1,0.0,0,0.0,0,143.0,6.0,1
AU2026157,2024-09-11,2024-09,Personal Loan,Semi-Urban,Haryana,Disbursed,600000.0,Salaried,5.8,0,17.0,0,23.2,0,15.7,0,26.5,1,88.2,3.7,1
AU2026158,2024-07-14,2024-07,Vehicle Finance,Urban,Rajasthan,Disbursed,63000.0,Self-Employed,5.1,0,15.3,0,27.1,0,9.7,0,17.5,0,74.7,3.1,0
AU2026159,2024-03-29,2024-03,Personal Loan,Rural,Haryana,Disbursed,94000.0,MSME Owner,13.7,1,41.5,1,57.5,1,19.1,1,21.8,0,153.6,6.4,1
AU2026160,2024-04-19,2024-04,Vehicle Finance,Semi-Urban,Punjab,Disbursed,78000.0,Self-Employed,5.8,0,23.7,0,24.7,0,8.6,0,24.0,0,86.8,3.6,0
AU2026161,2024-05-20,2024-05,Vehicle Finance,Urban,Maharashtra,Disbursed,194000.0,Farmer,2.7,0,22.9,0,23.5,0,6.7,0,14.9,0,70.7,2.9,0
AU2026162,2024-08-16,2024-08,MSME Loan,Urban,Uttar Pradesh,Disbursed,634000.0,MSME Owner,3.0,0,11.0,0,25.4,0,6.1,0,8.8,0,54.3,2.3,0
AU2026163,2024-01-18,2024-01,Home Loan,Urban,Maharashtra,Disbursed,234000.0,Self-Employed,3.2,0,11.7,0,14.0,0,5.0,0,16.0,0,49.9,2.1,0
AU2026164,2024-11-13,2024-11,Home Loan,Urban,Odisha,Disbursed,507000.0,Self-Employed,3.9,0,18.2,0,15.3,0,9.9,0,16.6,0,63.9,2.7,0
AU2026165,2024-05-05,2024-05,MSME Loan,Urban,Odisha,Rejected,50000.0,MSME Owner,5.8,0,12.0,0,46.4,0,4.4,0,0.0,0,68.6,2.9,0
AU2026166,2024-09-12,2024-09,Business Loan,Rural,Uttar Pradesh,Under Review,427000.0,Salaried,12.2,1,37.0,1,48.0,0,0.0,0,0.0,0,97.2,4.0,1
AU2026167,2025-03-27,2025-03,Vehicle Finance,Rural,Haryana,Under Review,50000.0,MSME Owner,9.8,1,53.4,1,37.3,0,0.0,0,0.0,0,100.5,4.2,1
AU2026168,2024-09-02,2024-09,Home Loan,Urban,Karnataka,Disbursed,362000.0,Salaried,5.8,0,11.1,0,26.7,0,9.5,0,7.3,0,60.4,2.5,0
